City Name,Year,Light Gini,Income Gini
Richmond city,2020,0.8412825411902335,0.5345
Richmond city,2021,,0.5236
Riverside city,2014,0.8065120634315186,0.4418
Riverside city,2015,0.8175402869656183,0.4395
Riverside city,2016,0.8110179478966801,0.4356
Riverside city,2017,0.8220452075575071,0.43
Riverside city,2018,0.8205628344610304,0.4329
Riverside city,2019,0.8352503098960541,0.4263
Riverside city,2020,0.8432616703973963,0.4265
Riverside city,2021,,0.4263
Sacramento city,2014,0.8705325691910436,0.4718
Sacramento city,2015,0.8834022120914633,0.4715
Sacramento city,2016,0.8793918461458832,0.4717
Sacramento city,2017,0.8807428808522378,0.4712
Sacramento city,2018,0.8820314351459009,0.4713
Sacramento city,2019,0.8724638784222728,0.4634
Sacramento city,2020,0.8878851854733515,0.4566
Sacramento city,2021,,0.4549
San Antonio city,2014,0.8337596045565423,0.4595
San Antonio city,2015,0.8365084928738051,0.4609
San Antonio city,2016,0.8421321989976829,0.4631
San Antonio city,2017,0.8448106390279871,0.4631
San Antonio city,2018,0.8458513329977521,0.4673
San Antonio city,2019,0.8420031191512505,0.4656
San Antonio city,2020,0.8586770684976883,0.465
San Antonio city,2021,,0.4635
San Bernardino city,2014,0.8704794598887128,0.4549
San Bernardino city,2015,0.8704674496061413,0.4522
San Bernardino city,2016,0.8743241790334657,0.454
San Bernardino city,2017,0.8936880929948002,0.448
San Bernardino city,2018,0.8722999731385486,0.4464
San Bernardino city,2019,0.8711488295048228,0.4468
San Bernardino city,2020,0.8977397227437387,0.4494
San Bernardino city,2021,,0.4332
San Diego city,2014,0.8730283228864044,0.4722
San Diego city,2015,0.8606572133512084,0.47
San Diego city,2016,0.8654707225491983,0.472
San Diego city,2017,0.8693215873942703,0.4729
San Diego city,2018,0.8571835204606466,0.471
San Diego city,2019,0.8561876410058606,0.4707
San Diego city,2020,0.859164052760391,0.4673
San Diego city,2021,,0.4649
San Francisco city,2014,0.909293103223638,0.5156
San Francisco city,2015,0.9147675118605856,0.5202
San Francisco city,2016,0.9114049683867588,0.5188
San Francisco city,2017,0.9168687696022462,0.5148
San Francisco city,2018,0.9199856862149858,0.5128
San Francisco city,2019,0.9214306359799193,0.5099
San Francisco city,2020,0.9185002558138864,0.5079
San Francisco city,2021,,0.5118
San Jose city,2014,0.8687099658978101,0.4458
San Jose city,2015,0.8617827048156993,0.4508
San Jose city,2016,0.8650623294464115,0.4504
San Jose city,2017,0.8775433139705721,0.4477
San Jose city,2018,0.8679084857035742,0.4467
San Jose city,2019,0.8761643734862516,0.4505
San Jose city,2020,0.8789987613752462,0.4475
San Jose city,2021,,0.4516
Santa Ana city,2014,0.9148215478266012,0.4124
Santa Ana city,2015,0.9182644038906496,0.4131
Santa Ana city,2016,0.9180505541168266,0.4153
Santa Ana city,2017,0.9160215617726812,0.4112
Santa Ana city,2018,0.9162447093583737,0.4078
Santa Ana city,2019,0.91780930016166,0.4046
Santa Ana city,2020,0.9154062904774876,0.401
Santa Ana city,2021,,0.4043
Santa Clarita city,2014,0.8074500651652875,0.4096
Santa Clarita city,2015,0.8120635172144305,0.4047
Santa Clarita city,2016,0.8093210515998566,0.4063
Santa Clarita city,2017,0.8130892108385022,0.3975
Santa Clarita city,2018,0.8090430913509415,0.3965
Santa Clarita city,2019,0.8127374024496821,0.3991
Santa Clarita city,2020,0.8297774134797098,0.4088
Santa Clarita city,2021,,0.412
Scottsdale city,2014,0.7715594335990213,0.5119
Scottsdale city,2015,0.7671639769696288,0.5139
Scottsdale city,2016,0.7626869103331275,0.5146
Scottsdale city,2017,0.7950876940750021,0.5119
Scottsdale city,2018,0.7702709066334195,0.5071
Scottsdale city,2019,0.7979955261621265,0.5044
Scottsdale city,2020,0.7669703078742649,0.5038
Scottsdale city,2021,,0.5016
Seattle city,2014,0.8607890848419321,0.4867
Seattle city,2015,0.8737546019460107,0.4848
Seattle city,2016,0.8636456657198446,0.4885
Seattle city,2017,0.8736101521992178,0.485
Seattle city,2018,0.8680929165267023,0.4854
Seattle city,2019,0.8719674918783554,0.4863
Seattle city,2020,0.8865011716569338,0.4831
Seattle city,2021,,0.4821
Spokane city,2014,0.823618277018912,0.4603
Spokane city,2015,0.8305273728236351,0.466
Spokane city,2016,0.8257959621725773,0.4726
Spokane city,2017,0.8213785992788372,0.4723
Spokane city,2018,0.8221237968660193,0.474
Spokane city,2019,0.8268949004368872,0.4692
Spokane city,2020,0.8248875230185171,0.4631
Spokane city,2021,,0.4616
St Louis city,2014,0.8566383909697,0.5062
St Louis city,2015,0.8395880156286091,0.5073
St Louis city,2016,0.8375980775024876,0.5186
St Louis city,2017,0.8369786140669092,0.5129
St Louis city,2018,0.8399583723535364,0.5081
St Louis city,2019,0.8492797728028041,0.5048
St Louis city,2020,0.8552414156947752,0.4991
St Louis city,2021,,0.4928
St Paul city,2014,0.8671891511272566,0.4814
St Paul city,2015,0.8509377849517681,0.4809
St Paul city,2016,0.8551102616304871,0.4773
St Paul city,2017,0.8653134290101075,0.4807
St Paul city,2018,0.8573879145629741,0.4833
St Paul city,2019,0.8759612578818594,0.4793
St Paul city,2020,0.8649573291497406,0.4775
St Paul city,2021,,0.4811
St Petersburg city,2014,0.8184119199646788,0.4804
St Petersburg city,2015,0.8171376616575827,0.4844
St Petersburg city,2016,0.8053982815790038,0.4814
St Petersburg city,2017,0.8010262262339429,0.4822
St Petersburg city,2018,0.8015429886385371,0.4782
St Petersburg city,2019,0.8045249563166572,0.4798
St Petersburg city,2020,0.7995047504927423,0.4766
St Petersburg city,2021,,0.4809
Stockton city,2014,0.8402444830760053,0.4663
Stockton city,2015,0.8420370934428263,0.4709
Stockton city,2016,0.8393460052818016,0.4768
Stockton city,2017,0.8401930583122195,0.481
Stockton city,2018,0.8559887040803213,0.4739
Stockton city,2019,0.8544243706730232,0.4711
Stockton city,2020,0.8579080094771284,0.4658
Stockton city,2021,,0.4588
Tampa city,2014,0.8843307171803617,0.5401
Tampa city,2015,0.8795147557015258,0.5427
Tampa city,2016,0.8791226266005154,0.5445
Tampa city,2017,0.876909143662405,0.5425
Tampa city,2018,0.883872062178611,0.5437
Tampa city,2019,0.8774291554694009,0.5416
Tampa city,2020,0.8830884657476262,0.5426
Tampa city,2021,,0.5413
Toledo city,2014,0.8076695443497109,0.4579
Toledo city,2015,0.7987352635106972,0.4624
Toledo city,2016,0.7917923173290016,0.4673
Toledo city,2017,0.7859587153496961,0.4701
Toledo city,2018,0.7948489174044278,0.4662
Toledo city,2019,0.7966512941703562,0.4645
Toledo city,2020,0.8076513911334174,0.4531
Toledo city,2021,,0.4494
Tucson city,2014,0.8411332207020507,0.4629
Tucson city,2015,0.8393525312943617,0.4627
Tucson city,2016,0.8419663600660363,0.464
Tucson city,2017,0.8360412153644206,0.4601
Tucson city,2018,0.8406178360516073,0.4597
Tucson city,2019,0.8368495010342991,0.4578
Tucson city,2020,0.8508245991352682,0.4526
Tucson city,2021,,0.451
Tulsa city,2014,0.8081089691563409,0.5118
Tulsa city,2015,0.8179687296838762,0.5176
Tulsa city,2016,0.8215308225085889,0.5148
Tulsa city,2017,0.8297942664247622,0.514
Tulsa city,2018,0.8190767623210726,0.5146
Tulsa city,2019,0.8206740736635281,0.5185
Tulsa city,2020,0.8106887671419221,0.5099
Tulsa city,2021,,0.5089
Virginia Beach city,2014,0.7716301004865557,0.4117
Virginia Beach city,2015,0.7753390014998378,0.4124
Virginia Beach city,2016,0.7621993426943469,0.4148
Virginia Beach city,2017,0.7540706451792175,0.4174
Virginia Beach city,2018,0.7584966545223658,0.4172
Virginia Beach city,2019,0.7734743439965066,0.4171
Virginia Beach city,2020,0.7785041212033397,0.4296
Virginia Beach city,2021,,0.4275
Washington city,2014,0.8879817907713439,0.5295
Washington city,2015,0.8837730810565351,0.5317
Washington city,2016,0.8893462504866149,0.5334
Washington city,2017,0.8888035268247301,0.5314
Washington city,2018,0.8878254799129521,0.5283
Washington city,2019,0.8881314769634774,0.5269
Washington city,2020,0.8903061658306578,0.5212
Washington city,2021,,0.5199
Wichita city,2014,0.7557691025671449,0.4569
Wichita city,2015,0.7690397600838774,0.4594
Wichita city,2016,0.7767496931610753,0.4644
Wichita city,2017,0.7792370720204926,0.4641
Wichita city,2018,0.7827666490264882,0.4656
Wichita city,2019,0.7858006861862825,0.465
Wichita city,2020,0.8191197017015048,0.4666
Wichita city,2021,,0.4691
Winston-Salem city,2014,0.7855256822094703,0.5066
Winston-Salem city,2015,0.783534717008614,0.5129
Winston-Salem city,2016,0.7913954476306809,0.5232
Winston-Salem city,2017,0.7645947585686872,0.522
Winston-Salem city,2018,0.7715074809569454,0.5216
Winston-Salem city,2019,0.7714419666448487,0.5224
Winston-Salem city,2020,0.7783945026183294,0.5091
Winston-Salem city,2021,,0.5053
